id,atypeId,description,etypeId,traits,iconIndex,name,note,price,params0,params1,params2,params3,params4,params5,params6,params7
161,7,You're a penguin! Confers no benefit. December 2014 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Penguin Suit,armor_mystery_201412,0,0,0,0,0,0,0,0,0
162,7,"Galaxies shimmer in the metal of this armor, strengthening the wearer's resolve. Confers no benefit. January 2015 Subscriber Item.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Starry Armor,armor_mystery_201501,0,0,0,0,0,0,0,0,0
163,7,"This blue mineral symbolizes good luck, happiness, and eternal productivity. Confers no benefit. March 2015 Subscriber Item.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Aquamarine Armor,armor_mystery_201503,0,0,0,0,0,0,0,0,0
164,7,You'll be productive as a busy bee in this fetching robe! Confers no benefit. April 2015 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Busy Bee Robe,armor_mystery_201504,0,0,0,0,0,0,0,0,0
165,7,Snorkel through a coral reef in this brightly-colored swim suit! Confers no benefit. June 2015 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Snorkel Suit,armor_mystery_201506,0,0,0,0,0,0,0,0,0
166,7,Run fast as a flash in the fluffy Cheetah Costume! Confers no benefit. August 2015 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Cheetah Costume,armor_mystery_201508,0,0,0,0,0,0,0,0,0
167,7,"This IS a costume, right? Confers no benefit. September 2015 Subscriber Item.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Werewolf Costume,armor_mystery_201509,0,0,0,0,0,0,0,0,0
168,7,"Considering this armor was carved directly from a magical log, it's surprisingly comfortable. Confers no benefit. November 2015 Subscriber Item.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Wooden Armor,armor_mystery_201511,0,0,0,0,0,0,0,0,0
169,7,Summon the icy flames of winter! Confers no benefit. December 2015 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Cold Fire Armor,armor_mystery_201512,0,0,0,0,0,0,0,0,0
170,7,This suit is sewn from thousands of four-leafed clovers! Confers no benefit. March 2016 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Lucky Suit,armor_mystery_201603,0,0,0,0,0,0,0,0,0
171,7,"You, too, can be a small but fearsome leaf puff. Confers no benefit. April 2016 Subscriber Item.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Armor o' Leaves,armor_mystery_201604,0,0,0,0,0,0,0,0,0
172,7,"Unlike the traditional bards who join adventuring parties, bards who join Habitican marching bands are known for grand parades, not dungeon raids. Confers no benefit. May 2016 Subscriber Item.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Marching Bard Uniform,armor_mystery_201605,0,0,0,0,0,0,0,0,0
173,7,This strong tail shimmers like sea foam crashing upon the shore. Confers no benefit. June 2016 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Selkie Tail,armor_mystery_201606,0,0,0,0,0,0,0,0,0
174,7,Blend into the sea floor with this stealthy aquatic armor. Confers no benefit. July 2016 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Seafloor Rogue Armor,armor_mystery_201607,0,0,0,0,0,0,0,0,0
175,7,Fit in with the rest of the herd in this snuggly armor! Confers no benefit. September 2016 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Cow Armor,armor_mystery_201609,0,0,0,0,0,0,0,0,0
176,7,Mysterious armor that will cause you to float like a ghost! Confers no benefit. October 2016 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Spectral Armor,armor_mystery_201610,0,0,0,0,0,0,0,0,0
177,7,Crack nuts in style in this spectacular holiday ensemble. Be careful not to pinch your fingers! Confers no benefit. December 2016 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Nutcracker Armor,armor_mystery_201612,0,0,0,0,0,0,0,0,0
178,7,"Though its colors are reminiscent of spring petals, this armor is stronger than steel! Confers no benefit. March 2017 Subscriber Item.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Shimmer Armor,armor_mystery_201703,0,0,0,0,0,0,0,0,0
179,7,Fairy folk crafted this armor from morning dew to capture the colors of the sunrise. Confers no benefit. April 2017 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Fairytale Armor,armor_mystery_201704,0,0,0,0,0,0,0,0,0
180,7,This armor will help you blend in with the creatures of the ocean while you pursue undersea quests and adventures. Confers no benefit. July 2017 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Jellymancer Armor,armor_mystery_201707,0,0,0,0,0,0,0,0,0
181,7,"Scaly, shiny, and strong! Confers no benefit. October 2017 Subscriber Item.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Imperious Imp Apparel,armor_mystery_201710,0,0,0,0,0,0,0,0,0
182,7,This cozy sweater set will help keep you warm as you ride through the sky! Confers no benefit. November 2017 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Carpet Rider Outfit,armor_mystery_201711,0,0,0,0,0,0,0,0,0
183,7,The heat and light generated by this magic armor will warm your heart but never burn your skin! Confers no benefit. December 2017 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Candlemancer Armor,armor_mystery_201712,0,0,0,0,0,0,0,0,0
184,7,This shiny armor reflects your strength of heart and infuses it into any Habiticans nearby who may need encouragement! Confers no benefit. February 2018 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Love Bug Armor,armor_mystery_201802,0,0,0,0,0,0,0,0,0
185,7,This sinuous tail features glowing spots to light your way through the deep. Confers no benefit. June 2018 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Alluring Anglerfish Tail,armor_mystery_201806,0,0,0,0,0,0,0,0,0
186,7,This powerful tail will propel you through the sea at incredible speeds! Confers no benefit. July 2018 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Sea Serpent Tail,armor_mystery_201807,0,0,0,0,0,0,0,0,0
187,7,This armor is made from the shed scales of the elusive (and extremely warm) Lava Dragon. Confers no benefit. August 2018 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Lava Dragon Armor,armor_mystery_201808,0,0,0,0,0,0,0,0,0
188,7,"You are not only a small and fearsome leaf puff, you are sporting the most beautiful colors of the season! Confers no benefit. September 2018 Subscriber Item.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Armor of Autumn Leaves,armor_mystery_201809,0,0,0,0,0,0,0,0,0
189,7,These robes are extra warm to protect you from the ghastly cold of haunted realms. Confers no benefit. October 2018 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Dark Forest Robes,armor_mystery_201810,0,0,0,0,0,0,0,0,0
190,7,People are dye-ing to know where you got this egg-cellent outfit! Confers no benefit. March 2019 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Shell-ebration Armor,armor_mystery_201903,0,0,0,0,0,0,0,0,0
191,7,This shining garment has opals sewn into the front panel to grant you arcane powers and a fabulous look. Confers no benefit. April 2019 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Opalescent Outfit,armor_mystery_201904,0,0,0,0,0,0,0,0,0
192,7,"We will spare you a pun about “playing koi.” Oh wait, oops. Confers no benefit. June 2019 Subscriber Item.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Kindly Koi Tail,armor_mystery_201906,0,0,0,0,0,0,0,0,0
193,7,Stay cool and look cool on even the hottest summer day. Confers no benefit. July 2019 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Flowery Shirt,armor_mystery_201907,0,0,0,0,0,0,0,0,0
194,7,These legs were made for dancing! And that's just what they'll do. Confers no benefit. August 2019 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Footloose Faun Costume,armor_mystery_201908,0,0,0,0,0,0,0,0,0
195,7,"Your tough exterior is protective, but it's still best to keep an eye out for squirrels... Confers no benefit. September 2019 Subscriber Item.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Affable Acorn Armor,armor_mystery_201909,0,0,0,0,0,0,0,0,0
196,7,This enigmatic armor will protect you from terrors seen and unseen. Confers no benefit. October 2019 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Cryptic Armor,armor_mystery_201910,0,0,0,0,0,0,0,0,0
197,7,"Dapper and dashing, wot! Confers no benefit. February 3015 Subscriber Item.",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Steampunk Suit,armor_mystery_301404,0,0,0,0,0,0,0,0,0
198,7,This elegant gown is well-suited for even the most extravagant gala! Confers no benefit. March 3017 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Steampunk Peacock Gown,armor_mystery_301703,0,0,0,0,0,0,0,0,0
199,7,This fine outfit is perfect for a night out and about or a day in your gadget workshop! Confers no benefit. April 3017 Subscriber Item.,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Steampunk Pheasant Dress,armor_mystery_301704,0,0,0,0,0,0,0,0,0
200,8,The light of the moon will make you strong and savvy. Increases Strength by 7 and Intelligence by 7. Enchanted Armoire: Soothing Lunar Set (Item 2 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Soothing Lunar Armor,armor_armoire_lunarArmor,100,0,0,7,0,7,0,0,0
201,8,To be a gladiator you must be not only cunning... but strong. Increases Perception by 7 and Strength by 7. Enchanted Armoire: Gladiator Set (Item 2 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Gladiator Armor,armor_armoire_gladiatorArmor,100,0,0,7,0,0,0,7,7
202,8,"Wrangle your mounts and round up your pets while wearing these magical Rancher Robes! Increases Strength by 5, Perception by 5, and Intelligence by 5. Enchanted Armoire: Rancher Set (Item 2 of 3).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Rancher Robes,armor_armoire_rancherRobes,100,0,0,5,0,5,0,5,5
203,8,This glimmering toga is only worn by true heroes. Increases Strength and Constitution by 8 each. Enchanted Armoire: Golden Toga Set (Item 1 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Golden Toga,armor_armoire_goldenToga,100,0,0,8,8,0,8,0,0
204,8,"Fiercely hammered from iron, this horned armor is nearly impossible to break. Increases Constitution by 9 and Perception by 7. Enchanted Armoire: Horned Iron Set (Item 2 of 3).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Horned Iron Armor,armor_armoire_hornedIronArmor,100,0,0,0,9,0,9,7,7
205,8,"An authentic overcoat worn by the doctors who battle the Plague of Procrastination! Increases Intelligence by 6, Strength by 5, and Constitution by 6. Enchanted Armoire: Plague Doctor Set (Item 3 of 3).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Plague Doctor Overcoat,armor_armoire_plagueDoctorOvercoat,100,0,0,5,6,6,6,0,0
206,8,"The fabric is cool and breathable, perfect for a hot day herding gryphons in the desert. Increases Strength and Perception by 9 each. Enchanted Armoire: Shepherd Set (Item 2 of 3).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Shepherd Robes,armor_armoire_shepherdRobes,100,0,0,9,0,0,0,9,9
207,8,"Wonderful ruler, rule all day long! Increases Constitution, Intelligence, and Perception by 5 each. Enchanted Armoire: Royal Set (Item 3 of 3).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Royal Robes,armor_armoire_royalRobes,100,0,0,0,5,5,5,5,5
208,8,These magical robes are luminescent at night. Increases Constitution and Perception by 7 each. Enchanted Armoire: Crystal Crescent Set (Item 2 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Crystal Crescent Robes,armor_armoire_crystalCrescentRobes,100,0,0,0,7,0,7,7,7
209,8,This tough armor is impenetrable to flame. Increases Constitution by 15. Enchanted Armoire: Dragon Tamer Set (Item 3 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Dragon Tamer Armor,armor_armoire_dragonTamerArmor,100,0,0,0,15,0,15,0,0
210,8,Very serious and stately. Increases Constitution by 10. Enchanted Armoire: Barrister Set (Item 2 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Barrister Robes,armor_armoire_barristerRobes,100,0,0,0,10,0,10,0,0
211,8,"Tra-la-la! Despite the look of this costume, you are no fool. Increases Intelligence by 15. Enchanted Armoire: Jester Set (Item 2 of 3).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Jester Costume,armor_armoire_jesterCostume,100,0,0,0,0,15,0,0,0
212,8,"They may seem worn, but they are enchanted to repel dirt. Increases Constitution by 10. Enchanted Armoire: Miner Set (Item 2 of 3).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Miner Overalls,armor_armoire_minerOveralls,100,0,0,0,10,0,10,0,0
213,8,This camouflaged vest lets you slip unnoticed through the forests. Increases Perception by 12. Enchanted Armoire: Basic Archer Set (Item 2 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Basic Archer Armor,armor_armoire_basicArcherArmor,100,0,0,0,0,0,0,12,12
214,8,Congratulations! This weighty robe hangs heavy with all the knowledge you have accrued. Increases Intelligence by 10. Enchanted Armoire: Graduate Set (Item 2 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Graduate Robe,armor_armoire_graduateRobe,100,0,0,0,0,10,0,0,0
215,8,What could be more fun than battling sea monsters on the beach? Increases Constitution by 13. Enchanted Armoire: Seaside Set (Item 2 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Striped Swimsuit,armor_armoire_stripedSwimsuit,100,0,0,0,13,0,13,0,0
216,8,These rags be tougher than they look. Increases Constitution by 15. Enchanted Armoire: Cannoneer Set (Item 2 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Cannoneer Rags,armor_armoire_cannoneerRags,100,0,0,0,15,0,15,0,0
217,8,Keep away talon attacks with this sturdy armor! Increases Constitution by 10. Enchanted Armoire: Falconer Set (Item 1 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Falconer Armor,armor_armoire_falconerArmor,100,0,0,0,10,0,10,0,0
218,8,"This armor is made of a specially enchanted red metal for maximum protection, minimal restriction, and maximum flair! Increases Perception by 15. Enchanted Armoire: Vermilion Archer Set (Item 2 of 3).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Vermilion Archer Armor,armor_armoire_vermilionArcherArmor,100,0,0,0,0,0,0,15,15
219,8,"This armor imitates an Ogre's tough skin, but it's lined with fleece for human comfort! Increases Constitution by 15. Enchanted Armoire: Ogre Outfit (Item 3 of 3).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Ogre Armor,armor_armoire_ogreArmor,100,0,0,0,15,0,15,0,0
220,8,This armor will protect you from flying arrows on the battlefield! Increases Strength by 12. Enchanted Armoire: Iron Archer Set (Item 2 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Iron Blue Archer Armor,armor_armoire_ironBlueArcherArmor,100,0,0,12,0,0,0,0,0
221,8,"You're strong, tough, smart, and so fashionable! Increases Strength, Constitution, and Intelligence by 7 each. Enchanted Armoire: Red Hairbow Set (Item 2 of 2).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Red Party Dress,armor_armoire_redPartyDress,100,0,0,7,7,7,7,0,0
222,8,This armor of bark and leaves will serve as durable camouflage in the forest. Increases Perception by 12. Enchanted Armoire: Wood Elf Set (Item 2 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Wood Elf Armor,armor_armoire_woodElfArmor,100,0,0,0,0,0,0,12,12
223,8,These robes keep you warm even through the fiercest blizzard. Increases Constitution by 9 and Strength by 7. Enchanted Armoire: Ram Barbarian Set (Item 2 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Ram Fleece Robes,armor_armoire_ramFleeceRobes,100,0,0,7,9,0,9,0,0
224,8,"This gown has all the frills! But that's not all, it will also increase your heart's fortitude. Increases Constitution by 13. Enchanted Armoire: Queen of Hearts Set (Item 2 of 3).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Gown of Hearts,armor_armoire_gownOfHearts,100,0,0,0,13,0,13,0,0
225,8,"This woody brown armor, capped with tiny mushrooms, will help you hear the whispers of forest life. Increases Constitution by 7 and Perception by 8. Enchanted Armoire: Mushroom Druid Set (Item 2 of 3).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Mushroom Druid Armor,armor_armoire_mushroomDruidArmor,100,0,0,0,7,0,7,8,8
226,8,This fine lightweight yukata will keep you cool while you enjoy any festive occasion. Increases Constitution and Perception by 8 each. Enchanted Armoire: Festival Attire Set (Item 1 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Green Festival Yukata,armor_armoire_greenFestivalYukata,100,0,0,0,8,0,8,8,8
227,8,The wide sleeves of this tunic are perfect for stashing the coins you've earned! Increases Perception by 10. Enchanted Armoire: Merchant Set (Item 2 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Merchant Tunic,armor_armoire_merchantTunic,100,0,0,0,0,0,0,10,10
228,8,This warm woolen tunic includes a cloak for extra coziness even in ocean gales. Increases Constitution by 6 and Strength by 8. Enchanted Armoire: Viking Set (Item 1 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Viking Tunic,armor_armoire_vikingTunic,100,0,0,8,6,0,6,0,0
229,8,You just might fly away into the air as you spin in this gorgeous feathered tutu. Increases Intelligence and Strength by 8 each. Enchanted Armoire: Swan Dancer Set (Item 2 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Swan Dancer Tutu,armor_armoire_swanDancerTutu,100,0,0,8,0,8,0,0,0
230,8,"You're perceptive, strong, smart, and so fashionable! Increases Perception, Strength, and Intelligence by 7 each. Enchanted Armoire: Yellow Hairbow Set (Item 2 of 2).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Yellow Party Dress,armor_armoire_yellowPartyDress,100,0,0,7,0,7,0,7,7
231,8,"Infused with ancient productivity spells, this steel armor will give you extra strength to battle your tasks. Increases Strength by 15. Enchanted Armoire: Anti-Procrastination Set (Item 2 of 3).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Anti-Procrastination Armor,armor_armoire_antiProcrastinationArmor,100,0,0,15,0,0,0,0,0
232,8,"These sturdy work clothes can stand up to the messiest Stable. Increases Intelligence, Constitution, and Perception by 6 each. Enchanted Armoire: Farrier Set (Item 2 of 3).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Farrier Outfit,armor_armoire_farrierOutfit,100,0,0,0,6,6,6,6,6
233,8,This sturdy set of clothes will protect you from hot wax spills as you ply your craft! Increases Constitution by 12. Enchanted Armoire: Candlestick Maker Set (Item 1 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Candlestick Maker Outfit,armor_armoire_candlestickMakerOutfit,100,0,0,0,12,0,12,0,0
234,8,Display your weaving work proudly by wearing this colorful robe! Increases Constitution by 8 and Intelligence by 9. Enchanted Armoire: Weaver Set (Item 1 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Woven Robes,armor_armoire_wovenRobes,100,0,0,0,8,9,8,0,0
235,8,This heavy woolen coat can stand up to the harshest wintry night! Increases Perception by 14. Enchanted Armoire: Lamplighter's Set (Item 2 of 4).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Lamplighter's Greatcoat,armor_armoire_lamplightersGreatcoat,100,0,0,0,0,0,0,14,14
236,8,"This heavy overcoat will protect you from the weather as you drive. Plus it looks pretty snazzy, too! Increases Strength by 12. Enchanted Armoire: Coach Driver Set (Item 1 of 3).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Coach Driver's Livery,armor_armoire_coachDriverLivery,100,0,0,12,0,0,0,0,0
237,8,"These royal robes not only make you appear noble, they allow you to see the nobility within others. Increases Perception by 13. Enchanted Armoire: King of Diamonds Set (Item 1 of 4).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Robe of Diamonds,armor_armoire_robeOfDiamonds,100,0,0,0,0,0,0,13,13
238,8,"A light and airy gown with a wide skirt the butterflies might mistake for a giant blossom! Increases Constitution, Perception, and Strength by 5 each. Enchanted Armoire: Fluttery Frock Set (Item 1 of 4).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Fluttery Frock,armor_armoire_flutteryFrock,100,0,0,5,5,0,5,5,5
239,8,"These sturdy coveralls have lots of pockets for tools, leather scraps, and other useful items! Increases Perception and Strength by 7 each. Enchanted Armoire: Cobbler Set (Item 1 of 3).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Cobbler's Coveralls,armor_armoire_cobblersCoveralls,100,0,0,7,0,0,0,7,7
240,8,These coveralls will protect you while you're making masterpieces with hot molten glass. Increases Constitution by 8. Enchanted Armoire: Glassblower Set (Item 2 of 4).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Glassblower's Coveralls,armor_armoire_glassblowersCoveralls,100,0,0,0,8,0,8,0,0
241,8,"You're perceptive, tough, smart, and so fashionable! Increases Perception, Strength, and Constitution by 7 each. Enchanted Armoire: Blue Hairbow Set (Item 2 of 2).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Blue Party Dress,armor_armoire_bluePartyDress,100,0,0,7,7,0,7,7,7
242,8,This luxuriant garment has many pockets for concealing weapons and loot! Increases Perception by 7. Enchanted Armoire: Piratical Princess Set (Item 2 of 4).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Piratical Princess Gown,armor_armoire_piraticalPrincessGown,100,0,0,0,0,0,0,7,7
243,8,This finely crafted armor will protect you from projectiles or errant red Dailies! Increases Constitution by 15. Enchanted Armoire: Jeweled Archer Set (Item 2 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Jeweled Archer Armor,armor_armoire_jeweledArcherArmor,100,0,0,0,15,0,15,0,0
244,8,"Everything you need in a set of coveralls, including pockets for everything. A pair of goggles, loose change, a golden ring... Increases Constitution by 10 and Perception by 5. Enchanted Armoire: Bookbinder Set (Item 2 of 4).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Coveralls of Bookbinding,armor_armoire_coverallsOfBookbinding,100,0,0,0,10,0,10,5,5
245,8,These luxuriant robes conceal hidden pockets for treasures or weapons--your choice! Increases Strength by 13. Enchanted Armoire: Ace of Spades Set (Item 2 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Robe of Spades,armor_armoire_robeOfSpades,100,0,0,13,0,0,0,0,0
246,8,"Blue is a calming colour. So calming, some even wear this soft outfit to sleep... zZz. Increases Intelligence by 10 and Perception by 5. Enchanted Armoire: Blue Loungewear Set (Item 2 of 3).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Soft Blue Suit,armor_armoire_softBlueSuit,100,0,0,0,0,10,0,5,5
247,8,"Green is the most refreshing color! Ideal for resting those tired eyes... mmm, or even a nap... Increases Constitution and Intelligence by 7 each. Enchanted Armoire: Green Loungewear Set (Item 2 of 3).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Soft Green Suit,armor_armoire_softGreenSuit,100,0,0,0,7,7,7,0,0
248,8,"Red is such an invigorating color. If you need to wake up bright and early, this suit could make the perfect pajamas... Increases Intelligence by 8 and Strength by 5. Enchanted Armoire: Red Loungewear Set (Item 2 of 3).",2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Soft Red Suit,armor_armoire_softRedSuit,100,0,0,5,0,8,0,0,0
249,8,These velvety robes are woven with inspirational and motivational magic. Increases Perception and Intelligence by 7 each. Enchanted Armoire: Scribe Set (Item 1 of 3).,2,"[{""code"":31,""dataId"":1,""value"":0},{""code"":22,""dataId"":0,""value"":0}]",137,Scribe's Robes,armor_armoire_scribesRobe,100,0,0,0,0,7,0,7,7
